epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
102,22354.4,1.12388,0.56345,0.00606,0.90582,0.84038,0.89795,0.58825,1.24238,0.61466,0.00991,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,22567,1.12341,0.57275,0.00608,0.89784,0.84939,0.89828,0.58876,1.24016,0.61746,0.00989,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,22781,1.12132,0.56594,0.00606,0.89852,0.84953,0.89896,0.58899,1.24002,0.61696,0.00989,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,22995.5,1.12221,0.56464,0.00607,0.89992,0.84747,0.89967,0.58881,1.23997,0.61694,0.00989,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,23208.7,1.11552,0.56482,0.00606,0.89946,0.84953,0.89918,0.58862,1.24012,0.61708,0.0099,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,23420.1,1.11257,0.56623,0.00606,0.9005,0.84733,0.89908,0.58883,1.24188,0.61721,0.00993,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,23633.9,1.10954,0.55986,0.00594,0.90389,0.84814,0.89925,0.58876,1.24287,0.61651,0.00994,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,23847.6,1.10994,0.56358,0.00604,0.90343,0.84817,0.89882,0.58863,1.24345,0.61665,0.00995,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,24059.6,1.10936,0.55994,0.00599,0.90016,0.85009,0.89905,0.58887,1.24177,0.61966,0.00994,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,24273.6,1.10411,0.55606,0.00601,0.89608,0.8534,0.89871,0.58863,1.2418,0.61542,0.00995,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
