epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
83,11715.8,1.0091,0.52158,0.00507,0.89979,0.8458,0.89837,0.59744,1.11722,0.58921,0.00788,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,11855.1,1.0008,0.51266,0.00503,0.903,0.84043,0.89948,0.59848,1.11517,0.58948,0.00786,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,11995.7,1.00047,0.51636,0.00499,0.9069,0.83816,0.89983,0.59995,1.11444,0.58596,0.00788,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,12136.4,0.99273,0.50504,0.00496,0.90315,0.84346,0.89965,0.59969,1.11312,0.58848,0.00787,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,12275.6,0.99421,0.50529,0.00495,0.90182,0.8488,0.89918,0.59993,1.11155,0.59029,0.00784,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,12414.6,0.99039,0.50398,0.00488,0.90505,0.84765,0.89873,0.60015,1.11134,0.59041,0.00784,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,12555.2,0.98616,0.49937,0.0049,0.90715,0.84926,0.90033,0.6013,1.10997,0.58959,0.00784,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,12696,0.97983,0.49367,0.00488,0.90431,0.84814,0.89967,0.60035,1.10843,0.59451,0.00782,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,12834.9,0.97333,0.49102,0.00479,0.90904,0.84463,0.89844,0.60063,1.10817,0.59905,0.00782,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,12974.2,0.97271,0.48663,0.00483,0.90318,0.84886,0.90031,0.60125,1.10705,0.59745,0.00781,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,13113.5,0.9664,0.48875,0.00471,0.90078,0.85169,0.89926,0.60147,1.10641,0.59883,0.00781,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,13253.6,0.96299,0.48111,0.00475,0.9042,0.84597,0.89995,0.60137,1.1059,0.59873,0.0078,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,13392.5,0.95611,0.48132,0.00471,0.90223,0.85069,0.90035,0.60205,1.10652,0.59625,0.00781,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,13533,0.95652,0.47906,0.00469,0.90481,0.84701,0.90018,0.60266,1.10519,0.59727,0.00781,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,13673.3,0.94939,0.47147,0.00461,0.90209,0.84753,0.90013,0.60254,1.10534,0.59601,0.00782,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,13812.4,0.94487,0.47415,0.00462,0.90235,0.85092,0.90058,0.6028,1.10459,0.5959,0.00782,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,13953.1,0.94687,0.47277,0.0046,0.90531,0.85259,0.90099,0.60332,1.10419,0.59573,0.00782,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,14093.6,0.93463,0.46979,0.00456,0.90619,0.85243,0.90003,0.60302,1.10284,0.59605,0.00782,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,14233.2,0.92564,0.46298,0.00454,0.90628,0.85209,0.90019,0.60321,1.10213,0.59789,0.00782,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,14372.2,0.92773,0.45998,0.00453,0.90795,0.8492,0.89955,0.60364,1.1016,0.59695,0.00781,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,14514,0.91839,0.45489,0.00449,0.91067,0.84984,0.89989,0.60333,1.10143,0.59665,0.00782,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,14655.2,0.91507,0.44933,0.00445,0.90962,0.85028,0.9001,0.6036,1.10159,0.59828,0.00781,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,14794.3,0.91212,0.45289,0.00445,0.9143,0.84404,0.89981,0.60378,1.10035,0.60155,0.00779,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,14934.7,0.91226,0.45116,0.00442,0.90676,0.85029,0.89961,0.60343,1.09897,0.60219,0.00778,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,15074.4,0.905,0.44636,0.00443,0.90773,0.85013,0.89924,0.60377,1.09876,0.60451,0.00779,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,15213.3,0.905,0.44833,0.00435,0.90698,0.85188,0.89983,0.60486,1.09922,0.60534,0.00778,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,15353.7,0.89349,0.44221,0.00431,0.90871,0.85133,0.89956,0.60415,1.09948,0.60523,0.00779,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,15493.1,0.89104,0.43939,0.00433,0.90645,0.85056,0.90002,0.60456,1.09964,0.60483,0.0078,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,15632.3,0.88585,0.43506,0.0043,0.90536,0.85226,0.89947,0.60486,1.09988,0.60504,0.0078,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,15772.6,0.88019,0.43011,0.00426,0.906,0.85135,0.89972,0.60528,1.09918,0.60671,0.0078,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,15912.9,0.88238,0.43276,0.00428,0.90526,0.85286,0.8997,0.60548,1.09831,0.60697,0.00779,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,16053.4,0.87575,0.42919,0.00422,0.9091,0.85073,0.90024,0.60559,1.0984,0.60689,0.0078,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,16193.7,0.86632,0.42403,0.0042,0.90247,0.85402,0.89915,0.60553,1.09746,0.60947,0.00779,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,16332.5,0.86353,0.4185,0.00416,0.90874,0.85021,0.89968,0.60532,1.0972,0.60915,0.00778,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,16471.3,0.86113,0.4175,0.00414,0.91046,0.8491,0.8999,0.60521,1.09721,0.60948,0.00778,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,16610.2,0.86042,0.41788,0.00415,0.90842,0.85205,0.90041,0.60548,1.0968,0.60978,0.00778,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,16748.7,0.85044,0.41238,0.00406,0.9152,0.84598,0.89948,0.60505,1.09745,0.60876,0.00779,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,16888,0.85004,0.41209,0.00403,0.91136,0.8492,0.89956,0.60547,1.09749,0.61058,0.00779,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,17027.1,0.84773,0.40791,0.00402,0.90507,0.85272,0.89916,0.60513,1.0973,0.61127,0.00779,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,17166.1,0.84689,0.40966,0.00401,0.90531,0.85395,0.89881,0.60521,1.09727,0.61227,0.0078,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,17305,0.83325,0.39794,0.00396,0.90387,0.85478,0.89778,0.60458,1.09712,0.61363,0.0078,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,17443.8,0.8331,0.39869,0.00399,0.90595,0.85438,0.89804,0.60542,1.09655,0.61352,0.0078,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,17582.9,0.83195,0.40093,0.00392,0.90887,0.84983,0.89865,0.60546,1.09606,0.6163,0.00779,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,17722.2,0.82523,0.39606,0.00393,0.91092,0.84721,0.89799,0.60521,1.09594,0.61699,0.00778,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,17861.3,0.81993,0.39464,0.00387,0.90877,0.85019,0.89777,0.60517,1.09548,0.61761,0.00778,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,18003.1,0.81878,0.39157,0.00388,0.91069,0.84686,0.89767,0.60511,1.0957,0.62024,0.00778,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,18145.7,0.81147,0.38796,0.00383,0.90971,0.8491,0.89719,0.60506,1.09604,0.61938,0.00779,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,18284.7,0.80886,0.38566,0.00382,0.91214,0.84815,0.89749,0.60499,1.09587,0.62186,0.00779,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,18423.3,0.80355,0.38367,0.0038,0.91026,0.84861,0.89704,0.60521,1.09666,0.62226,0.0078,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,18562.2,0.7957,0.38101,0.00375,0.91088,0.84695,0.89704,0.60491,1.0968,0.62111,0.0078,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,18701.1,0.79511,0.38045,0.00374,0.91207,0.84744,0.8974,0.60542,1.09661,0.62242,0.0078,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,18839.8,0.79225,0.37789,0.00376,0.91178,0.8484,0.89754,0.60533,1.09632,0.62267,0.0078,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
